strain,accession,originating_lab,submitting_lab
A/Nicaragua/AGA2-06/2012,EPI619859,?,other_database_import
A/Hawaii/26/2012,EPI398033,state_of_hawaii_department_of_health,centers_for_disease_control_and_prevention
A/Nicaragua/AGA2-01/2012,EPI619824,?,other_database_import
A/Georgia/16/2012,EPI397568,georgia_public_health_laboratory,centers_for_disease_control_and_prevention
A/Nicaragua/AGA2-04/2012,EPI619845,?,other_database_import
A/Yucatan/198/2012,EPI942439,centro_de_investigaciones_regionales_dr._hideyo_noguchi,universidad_autonoma_de_yucatan
A/NewYork/35/2012,EPI398025,new_york_city_department_of_health,centers_for_disease_control_and_prevention
A/Nicaragua/AGA2-12/2012,EPI619894,?,other_database_import
A/Hawaii/24/2012,EPI397567,state_of_hawaii_department_of_health,centers_for_disease_control_and_prevention
A/Boston/DOA2-109/2012,EPI474354,?,other_database_import
A/Boston/DOA2-095/2012,EPI474241,?,other_database_import
A/Wuhan/396/2001,EPI173709,?,centers_for_disease_control_and_prevention
A/Wuhan/374/2001,EPI607328,?,other_database_import
A/Beijing/157/2001,EPI606561,?,other_database_import
A/Beijing/159/2001,EPI607296,?,other_database_import
A/Wuhan/375/2001,EPI360197,?,other_database_import
A/Beijing/161/2001,EPI608499,?,other_database_import
A/Wuhan/388/2001,EPI360194,?,other_database_import
A/Beijing/144/2001,EPI608976,?,other_database_import
A/Guangzhou/1348/2001,EPI360249,?,other_database_import
A/Thailand/CU-B10557/2014,EPI684849,?,other_database_import
A/Lao/842/2014,EPI560506,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/768/2014,EPI560498,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/I800/2014,EPI552598,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Lao/859/2014,EPI560553,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Vietnam/594/2014,EPI565875,national_institute_of_hygiene_and_epidemiology,centers_for_disease_control_and_prevention
A/Thailand/CU-B10521/2014,EPI684847,?,other_database_import
A/Vietnam/593/2014,EPI565896,national_institute_of_hygiene_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/820/2014,EPI560768,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Thailand/CU-B10509/2014,EPI684846,?,other_database_import
A/Myanmar/14M391/2014,EPI568090,?,niigata_university
A/Lao/864/2014,EPI560522,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/I819/2014,EPI552600,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Lao/767/2014,EPI560490,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/I863/2014,EPI552602,ministry_of_health_laos,national_institute_of_infectious_diseases_(niid)
A/Myanmar/14M240/2014,EPI568082,?,niigata_university
A/Cambodia/870/2014,EPI578858,national_public_health_laboratory,centers_for_disease_control_and_prevention
A/Thailand/CU-B10520/2014,EPI684848,?,other_database_import
A/HongKong/NHRC0001/2005,EPI318864,?,other_database_import
A/HongKong/4443/2005,EPI397688,government_virus_unit,national_institute_for_medical_research
A/HongKong/HKU110/2005,EPI341258,?,other_database_import
A/Macau/747/2005,EPI2017283,laboratorio_de_saude_publico,who_collaborating_centre_for_reference_and_research_on_influenza
A/HongKong/4607/2005,EPI157742,?,centers_for_disease_control_and_prevention
A/Taiwan/280/2005,EPI444721,?,other_database_import
A/HongKong/HKU108/2005,EPI341274,?,other_database_import
A/HongKong/HKU109/2005,EPI341266,?,other_database_import
A/Shenzhen/60/2005,EPI360826,?,other_database_import
A/HongKong/HKU111/2005,EPI341250,?,other_database_import
A/Zhejiang/394/2005,EPI360871,?,other_database_import
A/HongKong/HKU73/2005,EPI226704,?,other_database_import
A/Taiwan/343/2005,EPI273121,?,other_database_import
A/Sichuan/795/2005,EPI360863,?,other_database_import
A/Zhejiang/396/2005,EPI360862,?,other_database_import
A/Zhuhai/358/2005,EPI226885,?,other_database_import
A/Zhuhai/354/2005,EPI226884,?,other_database_import
A/Shenzhen/1090/1999,EPI360713,?,other_database_import
A/Guizhou/105/1999,EPI360738,?,other_database_import
A/Henan/102/1999,EPI360728,?,other_database_import
A/Henan/104/1999,EPI360727,?,other_database_import
A/Bangkok/282/2002,EPI2040858,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/224/2002,EPI2040852,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/160283/2002,EPI606484,?,other_database_import
A/Bangkok/277/2002,EPI2040857,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/408/2002,EPI2040860,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/363/2002,EPI2040859,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/245/2002,EPI2040853,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/504/2002,EPI2040976,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/467/2002,EPI2040974,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/208/2002,EPI2040850,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/466/2002,EPI2040973,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/16105/2002,EPI606880,?,other_database_import
A/Bangkok/247/2002,EPI1926789,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Vietnam/HN209/2002,EPI395119,?,other_database_import
A/Bangkok/220/2002,EPI2040851,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/471/2002,EPI1926878,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/459/2002,EPI2040972,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/256/2002,EPI2040854,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/29/2002,EPI1938076,singapore_general_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/257/2002,EPI2040855,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Thailand/162496/2002,EPI608749,?,other_database_import
A/Vietnam/HN235/2002,EPI395117,?,other_database_import
A/Philippines/468/2002,EPI2040975,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/30/2002,EPI2040992,singapore_general_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/273/2002,EPI2040856,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Aichi/118/2013,EPI475372,aichi_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Chiba/30/2013,EPI485875,chiba_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Nagasaki/13N001/2014,EPI507788,niigata_university,niigata_university
A/Argentina/311/2001,EPI608586,?,other_database_import
A/Argentina/302/2001,EPI607233,?,other_database_import
A/Argentina/3759/2001,EPI606677,?,other_database_import
A/Argentina/3758/2001,EPI609422,?,other_database_import
A/Colombia/3026/2001,EPI608998,?,other_database_import
A/Chile/6416/2001,EPI106474,centers_for_disease_control_and_prevention,other_database_import
A/Vietnam/6017/2016,EPI976428,national_institute_of_hygiene_and_epidemiology,centers_for_disease_control_and_prevention
A/Singapore/INFGP-16-0957/2016,EPI780800,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/Singapore/INFTT-16-0499/2016,EPI780832,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/Vietnam/6018/2016,EPI976436,national_institute_of_hygiene_and_epidemiology,centers_for_disease_control_and_prevention
A/Vietnam/6021/2016,EPI976444,national_institute_of_hygiene_and_epidemiology,centers_for_disease_control_and_prevention
A/Singapore/INFTT-16-0478/2016,EPI2053176,"ministry_of_health,_singapore",who_collaborating_centre_for_reference_and_research_on_influenza
A/Bangkok/175/2016,EPI825071,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Singapore/INFKK-16-0498/2016,EPI780816,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/Singapore/INFKK-16-0491/2016,EPI780808,"ministry_of_health,_singapore","ministry_of_health,_singapore"
A/Victoria/505/2004,EPI229313,monash_medical_centre,other_database_import
A/Darwin/4/2004,EPI1938797,royal_darwin_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Waikato/41/2004,EPI1937993,institute_of_environmental_science_and_research_(esr),who_collaborating_centre_for_reference_and_research_on_influenza
A/Perth/26/2004,EPI117027,pathwest_qe_ii_medical_centre,other_database_import
A/Christchurch/94/2004,EPI116999,canterbury_health_services,other_database_import
A/Southaustralia/8/2004,EPI229306,?,other_database_import
A/Victoria/507/2004,EPI1937981,monash_medical_centre,who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/38/2004,EPI117063,"clinical_virology_unit,_cdim",other_database_import
A/Victoria/513/2004,EPI1937985,monash_medical_centre,who_collaborating_centre_for_reference_and_research_on_influenza
A/Brisbane/59/2004,EPI1937873,queensland_health_forensic_and_scientific_services_,who_collaborating_centre_for_reference_and_research_on_influenza
A/SouthAustralia/14/2004,EPI1990026,institute_of_medical_and_veterinary_science_(imvs),who_collaborating_centre_for_reference_and_research_on_influenza
A/Auckland/57/2004,EPI1937853,auckland_healthcare,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/190/2004,EPI1937881,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/215/2004,EPI117059,canterbury_health_services,other_database_import
A/Brisbane/25/2004,EPI117019,queensland_health_forensic_and_scientific_services_,other_database_import
A/Christchurch/104/2004,EPI117055,canterbury_health_services,other_database_import
A/Christchurch/178/2004,EPI117037,?,other_database_import
A/Victoria/511/2004,EPI1868443,royal_melbourne_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/SouthAustralia/8/2004,EPI1937957,institute_of_medical_and_veterinary_science_(imvs),who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/263/2004,EPI117057,canterbury_health_services,other_database_import
A/Brisbane/70/2004,EPI1937875,queensland_health_forensic_and_scientific_services_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Thailand/46/2017,EPI1058577,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Lao/2901/2017,EPI1130131,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/2852/2017,EPI1130139,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/NakhonSiThammarat/200/2017,EPI1197686,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Vietnam/GHS846/2017,EPI1145983,"pasteur_institute,_influenza_laboratory",centers_for_disease_control_and_prevention
A/SakonNakhon/203/2017,EPI1198655,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Vietnam/GHS890/2017,EPI1145991,"pasteur_institute,_influenza_laboratory",centers_for_disease_control_and_prevention
A/SakonNakhon/185/2017,EPI1198599,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Nonthaburi/182/2017,EPI1197678,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",centers_for_disease_control_and_prevention
A/Lao/2918/2017,EPI1165919,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/2965/2017,EPI1165954,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/2903/2017,EPI1165909,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/2956/2017,EPI1165946,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/2854/2017,EPI1165889,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/2930/2017,EPI1165929,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/2940/2017,EPI1165938,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Cambodia/775/2017,EPI1181052,national_public_health_laboratory,centers_for_disease_control_and_prevention
A/Lao/F2859/2017,EPI1140061,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/F2889/2017,EPI1187938,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Myanmar/17M200/2017,EPI1425054,niigata_university_(idrc),niigata_university_(dph)
A/Lao/F2855/2017,EPI1187936,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/2888/2017,EPI1165898,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/F2932/2017,EPI1187940,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/F2911/2017,EPI1140064,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/F2929/2017,EPI1140073,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/2928/2017,EPI1130107,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/F2924/2017,EPI1140070,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/F2919/2017,EPI1140067,national_center_for_laboratory_and_epidemiology,national_institute_of_infectious_diseases_(niid)
A/Lao/2916/2017,EPI1161806,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Tianjin/275/2005,EPI145634,?,other_database_import
A/Chongqing/560/2005,EPI145460,?,other_database_import
A/Anhui/544/2005,EPI145431,?,other_database_import
A/Taiwan/108/2005,EPI444725,?,other_database_import
A/Chongqing/1096/2005,EPI145465,?,other_database_import
A/HongKong/HKU93/2005,EPI341090,?,other_database_import
A/Anhui/563/2005,EPI145432,?,other_database_import
A/HongKong/255/2005,EPI226698,?,other_database_import
A/Taiwan/102/2005,EPI444727,?,other_database_import
